,Cidade,Area,Quartos,Banheiros,Vagas Garagem,Andar,Animal,Mobiliado,Condominio,Aluguel,IPTU,Seguro Incendio,Total
2717,True,90.0,2,2,0,-,True,False,,,,,
2718,True,450.0,4,4,3,7,True,False,,,,,
2719,True,80.0,3,2,2,11,True,False,,,,,
2720,True,48.0,2,1,1,6,True,False,,,,,
2721,False,55.0,1,1,1,5,False,False,,,,,
2722,True,109.0,2,2,2,14,True,False,,,,,
2723,True,100.0,2,3,1,4,True,True,,,,,
2724,True,185.0,2,3,3,8,True,False,,,,,
2725,True,45.0,2,1,1,1,True,False,,,,,
2726,False,308.0,3,4,4,-,True,False,,,,,
2727,True,210.0,4,4,3,5,True,True,,,,,
2728,False,82.0,3,2,1,6,True,False,,,,,
2729,True,380.0,4,4,2,-,True,False,,,,,
2730,True,90.0,2,2,1,-,True,False,,,,,
2731,True,220.0,4,4,3,4,False,True,,,,,
2732,True,45.0,1,2,1,10,False,True,,,,,
2733,True,120.0,3,2,4,8,True,False,,,,,
2734,False,70.0,3,2,2,2,True,True,,,,,
2735,True,64.0,2,2,2,8,True,False,,,,,
2736,True,57.0,2,1,1,7,True,False,,,,,
2737,True,45.0,1,1,1,11,False,False,,,,,
2738,True,160.0,3,4,3,-,True,False,,,,,
2739,True,55.0,2,2,1,-,True,False,,,,,
2740,True,50.0,1,1,1,-,True,False,,,,,
2741,True,60.0,2,1,1,11,False,False,,,,,
2742,True,140.0,5,4,1,-,True,False,,,,,
2743,True,287.0,4,5,3,-,True,False,,,,,
2744,True,35.0,1,1,1,7,True,False,,,,,
2745,True,108.0,3,2,2,6,True,False,,,,,
2746,True,480.0,4,7,8,-,True,False,,,,,
2747,True,51.0,2,2,1,18,True,False,,,,,
2748,True,290.0,2,3,4,12,True,True,,,,,
2749,True,130.0,3,2,1,-,False,False,,,,,
2750,False,55.0,1,1,1,7,False,False,,,,,
2751,True,35.0,1,1,0,-,False,True,,,,,
2752,True,50.0,3,2,0,-,True,False,,,,,
2753,False,129.0,3,2,2,1,True,False,,,,,
2754,True,46.0,1,1,0,9,True,False,,,,,
2755,True,228.0,3,4,3,12,False,True,,,,,
2756,True,131.0,3,2,1,8,True,False,,,,,
2757,False,36.0,1,1,0,4,False,False,,,,,
2758,True,122.0,3,2,1,9,True,False,,,,,
2759,True,100.0,2,2,0,6,False,False,,,,,
2760,True,100.0,2,2,3,-,True,False,,,,,
2761,True,240.0,4,5,4,15,True,True,,,,,
2762,True,36.0,1,1,0,3,False,True,,,,,
2763,True,85.0,2,1,1,1,True,False,,,,,
2764,True,223.0,4,4,5,-,True,True,,,,,
2765,True,195.0,3,2,3,-,True,False,,,,,
2766,True,170.0,3,2,1,5,True,False,,,,,
2767,True,180.0,3,3,2,1,True,False,,,,,
2768,True,22.0,1,1,0,1,False,True,,,,,
2769,True,140.0,2,2,2,13,True,False,,,,,
2770,True,350.0,3,4,4,-,True,True,,,,,
2771,True,150.0,3,3,2,8,False,True,,,,,
2772,False,411.0,4,5,4,-,True,False,,,,,
2773,False,900.0,3,6,8,-,True,False,,,,,
2774,True,39.0,1,1,1,15,True,True,,,,,
2775,True,182.0,3,2,2,-,True,False,,,,,
2776,True,270.0,5,3,2,-,True,True,,,,,
2777,True,35.0,1,1,1,8,False,True,,,,,
2778,True,35.0,1,1,1,3,False,True,,,,,
2779,True,105.0,3,2,1,14,False,False,,,,,
2780,True,60.0,2,1,1,5,True,False,,,,,
2781,True,180.0,3,3,2,11,True,True,,,,,
2782,False,42.0,2,1,1,3,True,False,,,,,
2783,True,210.0,2,3,4,11,True,True,,,,,
2784,True,170.0,4,4,3,10,False,True,,,,,
2785,True,230.0,6,4,8,-,True,False,,,,,
2786,True,280.0,3,3,2,9,True,True,,,,,
2787,True,140.0,3,3,1,1,True,False,,,,,
2788,True,92.0,3,2,2,8,True,False,,,,,
2789,True,71.0,3,4,0,-,True,False,,,,,
2790,True,160.0,3,3,2,3,True,False,,,,,
2791,True,92.0,2,2,2,17,True,True,,,,,
2792,True,500.0,5,7,7,-,True,False,,,,,
2793,True,270.0,3,4,2,13,True,False,,,,,
2794,True,296.0,4,5,5,4,True,True,,,,,
2795,True,151.0,3,4,3,15,True,False,,,,,
2796,True,308.0,4,4,3,1,True,False,,,,,
2797,True,50.0,2,1,1,7,False,False,,,,,
2798,True,60.0,2,1,0,3,True,False,,,,,
2799,True,25.0,1,1,0,-,True,False,,,,,
2800,True,120.0,4,4,4,-,True,False,,,,,
2801,False,42.0,2,1,1,3,False,False,,,,,
2802,True,97.0,3,2,2,12,True,False,,,,,
2803,True,110.0,3,2,1,5,True,True,,,,,
2804,False,56.0,2,1,1,5,True,False,,,,,
2805,True,140.0,2,2,1,3,False,False,,,,,
2806,True,84.0,3,2,2,10,True,True,,,,,
2807,True,31.0,1,1,1,4,True,False,,,,,
2808,True,60.0,2,1,0,-,False,False,,,,,
2809,True,146.0,3,4,3,19,False,False,,,,,
2810,True,90.0,2,2,1,-,True,False,,,,,
2811,True,65.0,2,1,1,1,True,False,,,,,
2812,True,80.0,2,1,0,-,True,False,,,,,
2813,True,22.0,1,1,1,8,True,True,,,,,
2814,False,50.0,2,1,1,-,False,False,,,,,
2815,True,108.0,3,2,2,9,False,True,,,,,
2816,True,32.0,1,1,0,13,True,False,,,,,
2817,True,51.0,1,1,1,7,True,True,,,,,
2818,True,37.0,1,1,1,4,True,False,,,,,
2819,True,142.0,3,5,2,2,True,True,,,,,
2820,True,220.0,3,4,3,1,True,False,,,,,
2821,True,300.0,3,4,1,15,False,False,,,,,
2822,True,40.0,1,1,0,8,False,False,,,,,
2823,True,45.0,2,1,1,2,False,True,,,,,
2824,True,22.0,1,1,0,-,False,False,,,,,
2825,True,78.0,3,2,1,2,False,False,,,,,
2826,True,280.0,3,4,3,3,True,False,,,,,
2827,True,200.0,4,3,2,-,True,False,,,,,
2828,False,65.0,1,1,1,12,True,False,,,,,
2829,True,330.0,4,3,0,-,True,False,,,,,
2830,True,100.0,2,2,0,1,True,False,,,,,
2831,True,155.0,3,3,3,3,False,False,,,,,
2832,True,180.0,3,3,1,-,True,True,,,,,
2833,True,46.0,1,1,1,9,True,False,,,,,
2834,True,168.0,3,4,3,10,True,True,,,,,
2835,True,140.0,3,2,1,8,False,False,,,,,
2836,True,120.0,3,2,2,-,True,False,,,,,
2837,False,100.0,3,2,0,2,False,False,,,,,
2838,True,260.0,3,4,3,-,True,False,,,,,
2839,True,40.0,1,1,0,-,True,False,,,,,
2840,True,80.0,2,2,1,4,True,False,,,,,
2841,True,200.0,3,5,3,-,True,False,,,,,
2842,True,75.0,3,1,1,8,False,False,,,,,
2843,True,360.0,4,5,4,2,True,True,,,,,
2844,True,270.0,3,2,2,15,True,False,,,,,
2845,False,45.0,1,1,0,-,False,False,,,,,
2846,True,177.0,3,3,3,4,False,False,,,,,
2847,False,104.0,2,2,2,8,True,False,,,,,
2848,True,30.0,1,1,0,18,False,False,,,,,
2849,True,170.0,3,2,1,14,False,False,,,,,
2850,True,58.0,2,2,1,14,True,False,,,,,
2851,True,47.0,2,1,1,16,True,False,,,,,
2852,False,53.0,1,1,1,8,False,False,,,,,
2853,True,75.0,2,1,1,-,True,False,,,,,
2854,True,22.0,1,1,0,25,True,False,,,,,
2855,True,76.0,2,1,1,-,True,False,,,,,
2856,True,40.0,1,1,1,8,True,True,,,,,
2857,True,260.0,4,4,4,8,True,False,,,,,
2858,True,51.0,2,1,1,9,True,False,,,,,
2859,True,64.0,2,2,1,19,True,True,,,,,
2860,True,115.0,2,1,0,5,True,False,,,,,
2861,True,110.0,2,2,1,-,True,False,,,,,
2862,True,140.0,3,2,1,6,False,False,,,,,
2863,True,45.0,2,1,1,11,True,False,,,,,
2864,True,199.0,3,4,5,17,True,True,,,,,
2865,True,180.0,3,4,1,10,True,False,,,,,
2866,True,113.0,3,2,2,-,True,False,,,,,
2867,False,75.0,2,2,1,11,True,False,,,,,
2868,True,93.0,3,3,2,1,True,False,,,,,
2869,True,68.0,2,1,1,4,True,False,,,,,
2870,False,200.0,3,4,5,-,False,False,,,,,
2871,True,118.0,3,3,2,6,True,False,,,,,
2872,True,318.0,4,6,4,-,False,False,,,,,
2873,True,170.0,3,3,4,-,True,False,,,,,
2874,False,250.0,3,3,2,1,True,False,,,,,
2875,True,50.0,2,1,1,-,True,False,,,,,
2876,True,50.0,2,1,1,7,False,False,,,,,
2877,True,30.0,1,1,1,15,False,True,,,,,
2878,False,94.0,3,2,2,2,True,False,,,,,
2879,True,50.0,1,1,0,5,True,False,,,,,
2880,True,114.0,3,5,3,3,True,False,,,,,
2881,True,65.0,3,2,1,5,True,False,,,,,
2882,True,200.0,3,5,4,6,True,False,,,,,
2883,True,265.0,4,4,4,-,True,False,,,,,
2884,True,75.0,3,3,2,10,True,False,,,,,
2885,True,68.0,2,2,1,8,False,False,,,,,
2886,True,150.0,3,2,0,-,True,False,,,,,
2887,True,208.0,3,3,3,13,True,False,,,,,
2888,True,300.0,2,2,2,-,True,False,,,,,
2889,False,620.0,5,6,4,17,True,False,,,,,
2890,True,92.0,3,2,2,10,True,False,,,,,
2891,True,200.0,3,2,2,-,True,False,,,,,
2892,True,108.0,3,2,1,14,True,False,,,,,
2893,True,190.0,4,4,2,-,True,False,,,,,
2894,False,87.0,3,2,1,12,True,True,,,,,
2895,True,80.0,2,1,1,6,True,False,,,,,
2896,True,270.0,4,3,3,2,True,False,,,,,
2897,True,170.0,3,2,1,17,True,False,,,,,
2898,True,198.0,4,2,0,-,True,False,,,,,
2899,False,55.0,1,1,0,1,True,False,,,,,
2900,True,34.0,1,1,0,-,True,False,,,,,
2901,True,50.0,2,1,0,14,True,False,,,,,
2902,True,68.0,2,1,1,4,True,True,,,,,
2903,True,290.0,4,4,0,-,True,False,,,,,
2904,True,25.0,1,1,0,1,False,False,,,,,
2905,True,240.0,4,4,3,9,True,False,,,,,
2906,True,43.0,1,1,0,6,False,False,,,,,
2907,True,150.0,3,1,0,3,False,False,,,,,
2908,True,20.0,1,1,0,1,True,True,,,,,
2909,True,48.0,1,1,0,-,False,False,,,,,
2910,True,130.0,3,1,2,-,True,False,,,,,
2911,True,36.0,1,1,0,11,True,False,,,,,
2912,True,90.0,2,1,2,-,True,False,,,,,
2913,True,49.0,2,1,1,6,True,False,,,,,
2914,False,70.0,1,1,1,4,True,False,,,,,
2915,True,315.0,4,4,2,14,True,False,,,,,
2916,True,270.0,4,4,4,8,True,False,,,,,
2917,True,75.0,3,2,1,1,False,True,,,,,
2918,True,80.0,3,3,2,4,True,True,,,,,
2919,False,233.0,3,1,1,-,True,False,,,,,
2920,True,40.0,1,1,0,3,True,True,,,,,
2921,True,107.0,2,4,2,2,False,False,,,,,
2922,True,50.0,2,1,1,1,False,False,,,,,
2923,True,113.0,2,1,1,5,True,False,,,,,
2924,False,52.0,1,1,1,3,True,True,,,,,
2925,True,170.0,4,4,3,12,True,True,,,,,
2926,True,140.0,3,3,2,6,True,False,,,,,
2927,True,34.0,1,1,1,14,True,False,,,,,
2928,True,90.0,3,2,2,3,True,False,,,,,
2929,True,197.0,3,2,1,18,True,False,,,,,
2930,False,146.0,2,1,1,8,True,False,,,,,
2931,True,30.0,1,1,1,9,False,False,,,,,
2932,True,132.0,3,2,2,-,True,False,,,,,
2933,True,45.0,1,1,1,10,False,True,,,,,
2934,True,80.0,2,2,0,3,False,False,,,,,
2935,True,161.0,4,3,3,-,True,False,,,,,
2936,True,300.0,2,3,2,1,True,False,,,,,
2937,True,450.0,3,4,2,3,True,False,,,,,
2938,True,112.0,3,3,2,11,False,False,,,,,
2939,True,192.0,4,5,4,11,False,True,,,,,
2940,True,100.0,1,4,1,-,True,False,,,,,
2941,True,300.0,4,5,8,-,True,True,,,,,
2942,True,42.0,1,1,0,2,True,False,,,,,
2943,True,45.0,1,1,0,9,True,True,,,,,
2944,False,245.0,4,3,2,9,True,False,,,,,
2945,True,60.0,1,1,0,-,False,False,,,,,
2946,True,100.0,1,2,0,-,False,False,,,,,
2947,False,210.0,6,3,0,-,True,False,,,,,
2948,True,160.0,3,3,2,8,True,False,,,,,
2949,True,68.0,2,1,1,1,True,False,,,,,
2950,True,52.0,2,1,1,17,True,False,,,,,
2951,True,40.0,1,1,0,-,False,False,,,,,
2952,True,232.0,3,4,2,-,True,False,,,,,
2953,True,42.0,1,1,1,27,False,False,,,,,
2954,True,172.0,3,4,3,5,True,False,,,,,
2955,False,30.0,1,1,0,7,True,False,,,,,
2956,True,59.0,2,1,0,15,True,False,,,,,
2957,True,50.0,2,2,1,12,True,False,,,,,
2958,False,49.0,2,1,1,2,True,False,,,,,
2959,True,216.0,4,2,2,2,True,False,,,,,
2960,True,127.0,1,1,2,28,False,True,,,,,
2961,True,226.0,4,4,4,2,True,False,,,,,
2962,False,76.0,2,1,0,1,True,False,,,,,
2963,True,50.0,2,1,1,4,True,False,,,,,
2964,True,170.0,3,4,3,21,True,False,,,,,
2965,True,70.0,2,2,0,2,True,True,,,,,
2966,True,167.0,3,3,3,19,True,True,,,,,
2967,True,450.0,4,2,3,-,True,False,,,,,
2968,False,90.0,3,1,1,1,True,False,,,,,
2969,True,89.0,2,2,2,1,True,True,,,,,
2970,True,61.0,3,2,1,4,True,False,,,,,
2971,True,100.0,2,2,5,-,True,False,,,,,
2972,True,180.0,3,2,1,23,True,False,,,,,
2973,True,39.0,1,1,0,3,True,True,,,,,
2974,False,73.0,3,1,1,4,True,False,,,,,
2975,True,90.0,2,3,0,-,True,False,,,,,
2976,False,231.0,3,5,4,4,True,True,,,,,
2977,True,250.0,5,2,6,-,True,False,,,,,
2978,True,20.0,1,1,0,6,True,True,,,,,
2979,False,300.0,4,5,2,-,True,False,,,,,
2980,True,42.0,1,1,0,1,True,False,,,,,
2981,True,280.0,4,4,3,2,True,True,,,,,
2982,False,44.0,2,1,1,4,True,True,,,,,
2983,True,64.0,2,2,1,13,True,False,,,,,
2984,True,218.0,3,2,2,6,False,False,,,,,
2985,True,140.0,2,1,3,-,True,False,,,,,
2986,True,86.0,2,1,1,-,True,False,,,,,
2987,True,100.0,2,2,1,-,True,False,,,,,
2988,True,50.0,1,1,0,2,False,False,,,,,
2989,True,128.0,2,3,2,5,False,False,,,,,
2990,True,45.0,1,1,2,8,True,False,,,,,
2991,True,180.0,3,2,4,-,True,False,,,,,
2992,True,350.0,4,3,4,-,True,False,,,,,
2993,True,54.0,2,2,1,6,False,False,,,,,
2994,True,60.0,2,2,1,11,True,False,,,,,
2995,True,200.0,2,1,0,-,True,False,,,,,
2996,True,520.0,3,4,3,-,True,True,,,,,
2997,True,112.0,3,2,1,8,True,False,,,,,
2998,True,104.0,3,2,1,-,False,False,,,,,
2999,True,90.0,1,1,0,1,False,False,,,,,
3000,True,273.0,3,2,5,-,False,False,,,,,
3001,True,74.0,2,2,0,10,True,False,,,,,
3002,True,40.0,1,1,1,8,False,False,,,,,
3003,True,120.0,3,3,2,-,True,False,,,,,
3004,True,60.0,2,1,1,6,True,False,,,,,
3005,True,50.0,1,1,1,-,False,False,,,,,
3006,False,398.0,5,6,0,2,True,False,,,,,
3007,True,90.0,2,2,2,8,True,False,,,,,
3008,True,106.0,3,3,1,2,True,False,,,,,
3009,True,22.0,1,1,0,6,False,True,,,,,
3010,True,167.0,3,3,4,10,True,False,,,,,
3011,True,250.0,3,3,2,3,True,False,,,,,
3012,True,246.0,4,4,4,4,False,False,,,,,
3013,True,40.0,1,1,0,-,False,False,,,,,
3014,True,76.0,2,2,1,1,True,True,,,,,
3015,True,202.0,4,3,4,5,True,False,,,,,
3016,True,60.0,2,1,1,1,True,True,,,,,
3017,True,65.0,2,2,2,2,True,True,,,,,
3018,True,142.0,3,4,3,2,True,False,,,,,
3019,True,200.0,3,4,2,10,True,False,,,,,
3020,False,60.0,2,3,0,1,False,True,,,,,
3021,True,58.0,2,2,1,3,True,False,,,,,
3022,True,80.0,2,1,0,4,True,False,,,,,
3023,True,201.0,4,3,2,7,True,False,,,,,
3024,True,94.0,3,2,2,3,True,False,,,,,
3025,True,410.0,5,7,3,-,True,True,,,,,
3026,False,87.0,4,2,2,4,True,False,,,,,
3027,True,190.0,3,2,1,3,True,False,,,,,
3028,True,45.0,1,1,0,3,True,True,,,,,
3029,True,254.0,3,5,4,18,True,False,,,,,
3030,True,145.0,4,4,3,15,True,False,,,,,
3031,True,82.0,3,2,2,19,False,False,,,,,
3032,True,360.0,4,5,2,4,True,False,,,,,
3033,True,25.0,1,1,0,1,False,False,,,,,
3034,False,145.0,3,2,2,6,False,False,,,,,
3035,True,95.0,2,3,2,14,True,True,,,,,
3036,True,60.0,2,2,2,20,True,False,,,,,
3037,False,37.0,1,1,1,7,False,False,,,,,
3038,True,50.0,2,1,1,3,True,True,,,,,
3039,True,100.0,2,1,1,-,False,False,,,,,
3040,True,167.0,3,2,1,7,True,False,,,,,
3041,True,240.0,4,4,1,-,True,False,,,,,
3042,True,20.0,1,1,0,3,False,False,,,,,
3043,True,160.0,3,3,2,-,True,False,,,,,
3044,True,100.0,1,2,2,3,False,False,,,,,
3045,True,63.0,2,2,2,10,False,True,,,,,
3046,True,73.0,2,2,1,14,True,False,,,,,
3047,True,67.0,2,1,1,3,False,False,,,,,
3048,True,134.0,2,2,1,7,False,True,,,,,
3049,True,150.0,2,2,1,-,True,False,,,,,
3050,True,300.0,3,5,4,-,True,False,,,,,
3051,True,197.0,3,4,3,12,True,False,,,,,
3052,False,53.0,2,1,1,-,True,False,,,,,
3053,False,136.0,3,2,1,6,True,False,,,,,
3054,False,150.0,3,4,2,9,True,False,,,,,
3055,True,40.0,1,1,1,2,True,False,,,,,
3056,True,300.0,4,4,5,11,True,False,,,,,
3057,True,250.0,4,3,4,-,True,False,,,,,
3058,True,80.0,2,1,0,1,True,True,,,,,
3059,True,109.0,1,1,2,5,False,True,,,,,
3060,False,47.0,1,1,0,3,False,False,,,,,
3061,False,72.0,3,3,1,10,False,False,,,,,
3062,True,35.0,1,1,0,-,False,False,,,,,
3063,True,200.0,4,2,1,-,False,False,,,,,
3064,True,20.0,1,1,0,-,False,False,,,,,
3065,True,49.0,2,1,1,15,True,False,,,,,
3066,True,213.0,2,2,3,-,True,False,,,,,
3067,True,110.0,3,3,1,10,True,True,,,,,
3068,True,40.0,1,1,0,-,False,False,,,,,
3069,True,38.0,1,1,0,1,True,False,,,,,
3070,True,40.0,1,1,1,10,True,True,,,,,
3071,True,188.0,3,3,3,4,True,True,,,,,
3072,True,90.0,1,1,1,13,True,False,,,,,
3073,False,415.0,4,4,6,1,True,False,,,,,
3074,True,500.0,3,2,8,-,True,False,,,,,
3075,False,135.0,3,2,1,7,True,True,,,,,
3076,True,130.0,2,2,2,-,True,False,,,,,
3077,True,90.0,1,2,2,9,True,True,,,,,
3078,True,79.0,1,2,2,25,False,True,,,,,
3079,True,160.0,3,3,0,-,False,False,,,,,
3080,True,130.0,3,2,2,-,True,True,,,,,
3081,True,256.0,3,5,4,13,True,True,,,,,
3082,True,70.0,2,1,1,7,False,False,,,,,
3083,True,220.0,4,2,2,3,False,False,,,,,
3084,True,35.0,1,1,0,1,False,False,,,,,
3085,True,73.0,3,2,2,1,True,False,,,,,
3086,True,180.0,3,3,1,14,True,False,,,,,
3087,True,45.0,1,1,1,3,True,True,,,,,
3088,True,260.0,2,2,2,-,False,False,,,,,
3089,True,44.0,1,1,0,1,True,False,,,,,
3090,True,60.0,2,2,1,11,False,True,,,,,
3091,True,101.0,3,3,2,16,True,True,,,,,
3092,True,28.0,1,1,0,-,False,True,,,,,
3093,True,38.0,1,1,1,16,True,True,,,,,
3094,False,103.0,3,2,1,9,False,False,,,,,
3095,True,126.0,4,3,2,4,False,False,,,,,
3096,True,70.0,3,2,1,7,True,False,,,,,
3097,True,60.0,1,2,0,-,True,False,,,,,
3098,False,80.0,3,1,1,1,True,False,,,,,
3099,True,97.0,3,2,2,2,False,False,,,,,
3100,True,287.0,3,4,4,-,True,True,,,,,
3101,True,300.0,4,2,4,27,True,False,,,,,
3102,True,470.0,4,5,4,-,True,True,,,,,
3103,True,70.0,2,1,0,-,True,False,,,,,
3104,True,320.0,3,5,0,10,False,False,,,,,
3105,True,50.0,1,1,1,4,True,True,,,,,
3106,False,70.0,2,1,0,2,True,False,,,,,
3107,True,380.0,4,7,7,15,True,False,,,,,
3108,True,170.0,3,3,3,8,True,True,,,,,
3109,True,55.0,2,1,1,11,True,True,,,,,
3110,True,100.0,2,1,1,-,True,False,,,,,
3111,True,160.0,3,3,2,8,True,False,,,,,
3112,True,240.0,4,5,4,2,True,True,,,,,
3113,True,180.0,4,4,4,68,True,False,,,,,
3114,True,150.0,2,3,1,25,True,True,,,,,
3115,True,49.0,2,1,1,13,True,False,,,,,
3116,True,125.0,3,3,1,6,True,True,,,,,
3117,True,59.0,2,1,1,9,True,False,,,,,
3118,True,145.0,3,3,1,5,True,True,,,,,
3119,True,70.0,1,1,0,-,False,False,,,,,
3120,True,217.0,4,4,3,3,True,True,,,,,
3121,True,178.0,3,4,4,6,True,True,,,,,
3122,True,95.0,3,2,1,7,True,False,,,,,
3123,True,102.0,3,3,2,9,True,False,,,,,
3124,True,80.0,2,2,1,-,False,False,,,,,
3125,True,212.0,3,3,2,17,True,False,,,,,
3126,True,34.0,1,1,1,15,False,True,,,,,
3127,True,300.0,4,4,4,3,True,False,,,,,
3128,True,220.0,3,4,3,12,True,True,,,,,
3129,True,54.0,1,1,0,8,True,True,,,,,
3130,True,65.0,2,1,1,12,True,True,,,,,
3131,True,45.0,1,1,0,-,True,False,,,,,
3132,True,26.0,1,1,1,3,True,True,,,,,
3133,True,52.0,2,2,1,4,False,False,,,,,
3134,True,32.0,1,1,0,9,True,False,,,,,
3135,True,130.0,2,1,0,1,True,False,,,,,
3136,True,23.0,1,1,0,23,True,False,,,,,
3137,True,200.0,3,2,3,-,True,False,,,,,
3138,True,157.0,3,2,0,7,True,False,,,,,
3139,True,130.0,3,2,1,2,False,False,,,,,
3140,True,82.0,2,2,0,3,False,False,,,,,
3141,True,100.0,1,1,0,-,True,True,,,,,
3142,True,845.0,5,9,6,-,True,True,,,,,
3143,True,70.0,2,2,1,2,True,False,,,,,
3144,True,100.0,2,3,1,11,True,True,,,,,
3145,True,110.0,2,1,0,8,True,False,,,,,
3146,False,46.0,1,1,1,10,True,False,,,,,
3147,True,250.0,3,4,2,-,True,False,,,,,
3148,True,27.0,1,1,1,6,True,False,,,,,
3149,True,140.0,3,3,1,2,True,True,,,,,
3150,True,77.0,2,1,1,5,True,False,,,,,
3151,True,550.0,4,5,5,-,True,False,,,,,
3152,True,50.0,2,1,1,8,True,False,,,,,
3153,True,42.0,1,1,1,17,False,True,,,,,
3154,True,420.0,5,6,3,13,True,False,,,,,
3155,True,203.0,3,3,4,3,True,False,,,,,
3156,True,180.0,2,2,2,-,True,True,,,,,
3157,True,270.0,3,4,4,4,True,True,,,,,
3158,True,180.0,3,3,2,1,True,False,,,,,
3159,True,24.0,2,2,1,13,True,False,,,,,
3160,True,62.0,2,1,1,7,True,False,,,,,
3161,True,85.0,2,2,2,5,False,False,,,,,
3162,True,120.0,3,2,2,19,True,True,,,,,
3163,False,47.0,2,1,1,4,True,False,,,,,
3164,False,180.0,3,2,1,11,True,False,,,,,
3165,True,216.0,4,4,3,3,False,True,,,,,
3166,True,300.0,5,6,4,-,True,False,,,,,
3167,True,226.0,3,3,0,-,True,True,,,,,
3168,True,70.0,1,1,0,-,False,False,,,,,
3169,False,100.0,2,2,0,-,True,False,,,,,
3170,True,23.0,1,1,0,23,True,False,,,,,
3171,True,600.0,4,3,3,1,True,False,,,,,
3172,False,550.0,3,7,8,-,True,False,,,,,
3173,True,30.0,1,1,0,2,False,False,,,,,
3174,True,126.0,4,2,2,4,True,False,,,,,
3175,True,340.0,4,4,0,-,True,False,,,,,
3176,True,239.0,4,4,4,15,True,False,,,,,
3177,True,50.0,1,1,1,25,True,True,,,,,
3178,True,600.0,4,4,4,9,True,False,,,,,
3179,False,63.0,1,1,0,6,True,True,,,,,
3180,True,62.0,2,1,1,12,False,True,,,,,
3181,False,202.0,3,2,4,-,True,False,,,,,
3182,True,275.0,4,5,4,1,True,False,,,,,
3183,True,44.0,1,1,1,9,True,True,,,,,
3184,True,69.0,2,1,1,5,True,False,,,,,
3185,True,48.0,1,1,2,15,False,True,,,,,
3186,True,90.0,3,2,1,4,True,False,,,,,
3187,True,140.0,3,2,2,13,False,False,,,,,
3188,True,100.0,1,2,2,13,True,True,,,,,
3189,True,242.0,5,3,2,-,True,False,,,,,
3190,True,130.0,3,4,3,7,True,False,,,,,
3191,True,47.0,1,1,1,8,False,False,,,,,
3192,True,100.0,2,3,2,7,True,True,,,,,
3193,True,88.0,2,4,2,8,True,False,,,,,
3194,True,20.0,1,1,0,3,True,True,,,,,
3195,True,40.0,1,1,0,-,False,False,,,,,
3196,True,43.0,1,1,1,5,False,False,,,,,
3197,True,100.0,3,2,0,14,True,False,,,,,
3198,True,110.0,3,2,2,2,True,False,,,,,
3199,True,25.0,1,1,0,-,False,False,,,,,
3200,True,48.0,2,1,0,8,False,False,,,,,
3201,True,130.0,3,3,4,9,False,False,,,,,
3202,True,23.0,1,1,0,23,True,False,,,,,
3203,True,62.0,3,1,1,8,True,False,,,,,
3204,True,38.0,1,1,0,-,False,False,,,,,
3205,True,100.0,1,2,2,11,True,False,,,,,
3206,True,190.0,3,3,2,-,True,True,,,,,
3207,True,37.0,1,1,0,6,True,False,,,,,
3208,True,240.0,3,4,5,9,True,False,,,,,
3209,True,120.0,3,2,2,5,True,False,,,,,
3210,True,130.0,3,2,2,1,True,True,,,,,
3211,True,80.0,3,1,1,10,False,True,,,,,
3212,False,80.0,1,1,1,7,True,False,,,,,
3213,True,58.0,2,1,0,16,False,True,,,,,
3214,True,110.0,2,2,1,6,False,False,,,,,
3215,True,40.0,1,1,1,7,True,False,,,,,
3216,True,362.0,4,5,2,-,True,False,,,,,
3217,True,412.0,3,5,6,21,True,False,,,,,
3218,True,160.0,3,3,4,3,True,False,,,,,
3219,True,55.0,2,1,0,5,True,True,,,,,
3220,True,200.0,3,4,4,-,True,False,,,,,
3221,True,165.0,3,2,3,16,True,False,,,,,
3222,True,65.0,2,1,0,-,True,False,,,,,
3223,False,230.0,3,5,4,6,True,False,,,,,
3224,True,86.0,2,1,1,1,True,False,,,,,
3225,True,122.0,3,2,1,17,True,False,,,,,
3226,True,51.0,2,1,1,-,True,False,,,,,
3227,True,94.0,3,2,2,1,True,False,,,,,
3228,False,80.0,2,2,1,5,True,False,,,,,
3229,True,85.0,2,2,0,17,True,True,,,,,
3230,True,130.0,3,2,1,9,False,False,,,,,
3231,True,23.0,1,1,0,23,True,False,,,,,
3232,True,60.0,1,1,0,-,True,False,,,,,
3233,True,75.0,1,2,0,4,True,False,,,,,
3234,True,55.0,3,1,1,7,True,True,,,,,
3235,True,240.0,3,4,3,8,True,False,,,,,
3236,True,119.0,3,2,1,7,True,False,,,,,
3237,True,278.0,4,3,3,3,True,False,,,,,
3238,True,69.0,3,2,1,8,True,False,,,,,
3239,False,100.0,2,2,1,11,True,False,,,,,
3240,True,55.0,2,1,1,9,False,False,,,,,
3241,True,76.0,2,1,0,2,True,False,,,,,
3242,True,200.0,3,4,3,19,True,True,,,,,
3243,False,86.0,2,2,1,2,True,False,,,,,
3244,True,87.0,2,2,1,11,True,False,,,,,
3245,True,80.0,2,1,2,-,True,False,,,,,
3246,True,57.0,2,1,1,7,True,False,,,,,
3247,False,35.0,1,1,0,8,True,False,,,,,
3248,True,60.0,2,1,1,6,True,False,,,,,
3249,True,180.0,2,1,0,-,True,False,,,,,
3250,False,45.0,1,1,1,2,True,False,,,,,
3251,True,320.0,8,4,0,-,True,False,,,,,
